artist,verses_cleaned
Eminem,yeah i know sometimes things may not always make sense to you right now but hey what daddy always tell you straighten up little soldier stiffen up that upper lip what you cryin' about you got me hailie i know you miss your mom and i know you miss your dad when i'm gone but i'm tryin' to give you the life that i never had i can see you're sad even when you smile even when you laugh i can see it in your eyes deep inside you wanna cry 'cause you're scared i ain't there daddy's wit' you in your prayers no more cryin' wipe them tears daddy's here no more nightmares we gon' pull together through it we gon' do it lainie uncle's crazy ain't he yeah but he loves you girl and you better know it we're all we got in this world when it spins when it swirls when it whirls when it twirls two little beautiful girls lookin' puzzled in a daze i know it's confusin' you daddy's always on the move mama's always on the news i try to keep you sheltered from it but somehow it seems the harder that i try to do that the more it backfires on me all the things growin' up as daddy that he had to see daddy don't want you to see but you see just as much as he did we did not plan it to be this way your mother and me but things have got so bad between us i don't see us ever bein' together ever again like we used to be when we was teenagers but then of course everything always happens for a reason i guess it was never meant to be but it's just somethin' we have no control over and that's what destiny is but no more worries rest your head and go to sleep maybe one day we'll wake up and this'll all just be a dream you might also like now hush little baby don't you cry everything's gonna be alright stiffen that upper lip up little lady i told ya daddy's here to hold ya through the night i know mommy's not here right now and we don't know why we feel how we feel inside it may seem a little crazy pretty baby but i promise mama's gon' be alright heh it's funny i remember back one year when daddy had no money mommy wrapped the christmas presents up and stuck 'em under the tree and said some of 'em were from me 'cause daddy couldn't buy 'em i'll never forget that christmas i sat up the whole night crying 'cause daddy felt like a bum see daddy had a job but his job was to keep the food on the table for you and mom and at the time every house that we lived in either kept gettin' broken into and robbed or shot up on the block and your mom was savin' money for you in a jar tryin' to start a piggy bank for you so you could go to college almost had a thousand dollars 'til someone broke in and stole it and i know it hurt so bad it broke your mama's heart and it seemed like everything was just startin' to fall apart mom and dad was arguin' a lot so mama moved back on to chalmers in the flat one bedroom apartment and dad moved back to the other side of mile on novara and that's when daddy went to california with his cd and met dr dre and flew you and mama out to see me but daddy had to work you and mama had to leave me then you started seein' daddy on the tv and mama didn't like it and you and lainie were too young to understand it papa was a rolling stone mama developed a habit and it all happened too fast for either one of us to grab it i'm just sorry you were there and had to witness it firsthand 'cause all i ever wanted to do was just make you proud now i'm sittin' in this empty house just reminiscin' lookin' at your baby pictures it just trips me out to see how much you both have grown it's almost like you're sisters now wow guess you pretty much are and daddy's still here lainie i'm talkin' to you too daddy's still here i like the sound of that yeah it's got a ring to it don't it shh mama's only gone for the moment now hush little baby don't you cry everything's gonna be alright stiffen that upper lip up little lady i told ya daddy's here to hold ya through the night i know mommy's not here right now and we don't know why we feel how we feel inside it may seem a little crazy pretty baby but i promise mama's gon' be alright and if you ask me to daddy's gonna buy you a mockingbird i'ma give you the world i'ma buy a diamond ring for you i'ma sing for you i'll do anything for you to see you smile and if that mockingbird don't sing and that ring don't shine i'ma break that birdie's neck i'll go back to the jeweler who sold it to ya and make him eat every carat don't fuck with dad haha 
Eminem,two trailer park girls go round the outside round the outside round the outside two trailer park girls go round the outside round the outside round the outside woo ooh ooh guess who's back back again shady's back tell a friend guess who's back guess who's back guess who's back guess who's back guess who's back guess who's back guess who's back da da da da da da da da da da da da da da da da i've created a monster 'cause nobody wants to see marshall no more they want shady i'm chopped liver well if you want shady this is what i'll give ya a little bit of weed mixed with some hard liquor some vodka that'll jump start my heart quicker than a shock when i get shocked at the hospital by the doctor when i'm not cooperating when i'm rockin' the table while he's operating hey you waited this long now stop debating 'cause i'm back i'm on the rag and ovulating i know that you got a job ms cheney but your husband's heart problem's complicating so the fcc won't let me be or let me be me so let me see they tried to shut me down on mtv but it feels so empty without me so come on and dip bum on your lips fuck that cum on your lips and some on your tits and get ready 'cause this shit's about to get heavy i just settled all my lawsuits fuck you debbie you might also likenow this looks like a job for me so everybody just follow me 'cause we need a little controversy 'cause it feels so empty without me i said this looks like a job for me so everybody just follow me 'cause we need a little controversy 'cause it feels so empty without melittle hellions kids feeling rebellious embarrassed their parents still listen to elvis they start feelin' like prisoners helpless 'til someone comes along on a mission and yells bitch a visionary vision is scary could start a revolution pollutin' the airwaves a rebel so just let me revel and bask in the fact that i got everyone kissin' my ass and it's a disaster such a catastrophe for you to see so damn much of my ass you asked for me well i'm back da na na na na na na na na na fix your bent antenna tune it in and then i'm gonna enter in and up under your skin like a splinter the center of attention back for the winter i'm interesting the best thing since wrestling infesting in your kid's ears and nesting testing attention please feel the tension soon as someone mentions me here's my ten cents my two cents is free a nuisance who sent you sent for me now this looks like a job for me so everybody just follow me 'cause we need a little controversy 'cause it feels so empty without me i said this looks like a job for me so everybody just follow me 'cause we need a little controversy 'cause it feels so empty without mea tisket a tasket i'll go tit for tat wit' anybody who's talkin' this shit that shit chris kirkpatrick you can get your ass kicked worse than them little limp bizkit bastards and moby you can get stomped by obie you thirty six year old bald headed fag blow me you don't know me you're too old let go it's over nobody listens to techno now let's go just give me the signal i'll be there with a whole list full of new insults i've been dope suspenseful with a pencil ever since prince turned himself into a symbol but sometimes the shit just seems everybody only wants to discuss me so this must mean i'm disgusting but it's just me i'm just obscene yeah though i'm not the first king of controversy i am the worst thing since elvis presley to do black music so selfishly and use it to get myself wealthy hey there's a concept that works twenty million other white rappers emerge but no matter how many fish in the sea it'd be so empty without menow this looks like a job for me so everybody just follow me 'cause we need a little controversy 'cause it feels so empty without me i said this looks like a job for me so everybody just follow me 'cause we need a little controversy 'cause it feels so empty without mehum dei dei la la la la la la la la la la la la la la la la hum dei dei la la la la la la la la la la la la la la la la kids 
Eminem,i can swallow a bottle of alcohol and i'll feel like godzilla better hit the deck like the card dealer my whole squad's in here walking around the party a cross between a zombie apocalypse and b bobby the brain heenan which is probably the same reason i wrestle with mania shady's in this bitch i'm posse'd up consider it to cross me a costly mistake if they sleepin' on me the hoes better get insomnia adhd hydroxycut pass the courvoisier hey hey in aa with an ak melee finna set it like a playdate better vacate retreat like a vacay mayday ayy this beat is cray cray ray j h a h a h a laughing all the way to the bank i spray flames they cannot tame or placate themonster you get in my way i'ma feed you to the monster yeah i'm normal during the day but at night turn to a monster yeah when the moon shines like ice road truckers i look like a villain outta those blockbusters godzilla fire spitter monster blood on the dance floor and on the louis v carpet fire godzilla fire monster blood on the dance floor and on the louis v carpet you might also likei'm just a product of slick rick and onyx told 'em lick the balls had 'em just appalled did so many things that pissed 'em off it's impossible to list 'em all and in the midst of all this i'm in a mental hospital with a crystal ball tryna see will i still be like this tomorrow risperdal voices whisper my fist is balled back up against the wall pencil drawn this is just the song to go ballistic on you just pulled a pistol on the guy with a missile launcher i'm just a loch ness the mythological quick to tell a bitch screw off like a fifth of vodka when you twist the top of the bottle i'm amonster you get in my way i'ma feed you to the monster yeah i'm normal during the day but at night turn to a monster yeah when the moon shines like ice road truckers i look like a villain outta those blockbusters godzilla fire spitter monster blood on the dance floor and on the louis v carpet fire godzilla fire monster blood on the dance floor and on the louis v carpet you might also likeif you never gave a damn ayy raise your hand 'cause i'm about to set trip vacation plans i'm on point like my index is so all you will ever get is the motherfuckin' finger finger prostate exam 'xam how can i have all these fans and perspire like a liar's pants i'm on fire and i got no plans to retire and i'm still the man you admire these chicks are spazzin' out i only get more handsome and flyer i got 'em passin' out like what you do when you hand someone flyers and what goes around comes around just like the blades on the chainsaw 'cause i caught the flack but my dollars stacked right off the bat like a baseball like kid ink bitch i got them racks with so much ease that they call me diddy 'cause i make bands and i call getting cheese a cakewalk cheesecake yeah bitch i'm a player i'm too motherfuckin' stingy for cher won't even lend you an ear ain't even pretending to care but i tell a bitch i'll marry her if she'll bury her face in my genital area the original richard ramirez cristhian rivera 'cause my lyrics never sit well so they wanna give me the chair like a paraplegic and it's scary call it hari kari 'cause e'ry tom and dick and harry carry a merriam motherfuckin' dictionary on 'em swearing up and down they can spit this shit's hilarious it's time to put these bitches in the obituary column we wouldn't see eye to eye with a staring problem get the shaft like a steering column monster trigger happy pack heat but it's black ink evil half of the bad meets evil that means take a back seat take it back to fat beats with a maxi single look at my rap sheet what attracts these people is my 'gangsta bitch' like apache with a catchy jingle i stack chips you barely got a half eaten cheeto fill 'em with the venom and eliminate 'em other words i minute maid 'em i don't wanna hurt 'em but i did i'm in a fit of rage i'm murderin' again nobody will evade i'm finna kill 'em and dump all their fuckin' bodies in the lake obliterating everything incinerate a renegade i'm here to make anybody who want it with the pen afraid but don't nobody want it but they're gonna get it anyway 'cause i'm beginnin' to feel like i'm mentally ill i'm attila kill or be killed i'm a killer bee the vanilla gorilla you're bringin' the killer within me outta me you don't wanna be the enemy of the demon who entered me and be on the receivin' end of me what stupidity it'd be every bit of me's the epitome of a spitter when i'm in the vicinity motherfucker you better duck or you finna be dead the minute you run into me a hundred percent of you is a fifth of a percent of me i'm 'bout to fuckin' finish you bitch i'm unfadable you wanna battle i'm available i'm blowin' up like an inflatable i'm undebatable i'm unavoidable i'm unevadable i'm on the toilet bowl i got a trailer full of money and i'm paid in full i'm not afraid to pull a man stop look what i'm plannin' haha k
Eminem,may i have your attention please may i have your attention please will the real slim shady please stand up i repeat will the real slim shady please stand up we're gonna have a problem here y'all act like you never seen a white person before jaws all on the floor like pam like tommy just burst in the door and started whoopin' her ass worse than before they first were divorced throwin' her over furniture agh it's the return of the oh wait no way you're kidding he didn't just say what i think he did did he and dr dre said nothing you idiots dr dre's dead he's locked in my basement ha ha feminist women love eminem chicka chicka chicka slim shady i'm sick of him look at him walkin' around grabbin' his you know what flippin' the you know who yeah but he's so cute though yeah i probably got a couple of screws up in my head loose but no worse than what's goin' on in your parents' bedrooms sometimes i wanna get on tv and just let loose but can't but it's cool for tom green to hump a dead moose my bum is on your lips my bum is on your lips and if i'm lucky you might just give it a little kiss and that's the message that we deliver to little kids and expect them not to know what a woman's clitoris is of course they're gonna know what intercourse is by the time they hit fourth grade they've got the discovery channel don't they we ain't nothin' but mammals well some of us cannibals who cut other people open like cantaloupes but if we can hump dead animals and antelopes then there's no reason that a man and another man can't elope but if you feel like i feel i got the antidote women wave your pantyhose sing the chorus and it goes you might also like i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up will smith don't gotta cuss in his raps to sell records nope well i do so fuck him and fuck you too you think i give a damn about a grammy half of you critics can't even stomach me let alone stand me but slim what if you win wouldn't it be weird why so you guys could just lie to get me here so you can sit me here next to britney spears yo shit christina aguilera better switch me chairs so i can sit next to carson daly and fred durst and hear 'em argue over who she gave head to first little bitch put me on blast on mtv yeah he's cute but i think he's married to kim hee hee i should download her audio on mp and show the whole world how you gave eminem vd agh i'm sick of you little girl and boy groups all you do is annoy me so i have been sent here to destroy you and there's a million of us just like me who cuss like me who just don't give a fuck like me who dress like me walk talk and act like me and just might be the next best thing but not quite me 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up i'm like a head trip to listen to 'cause i'm only givin' you things you joke about with your friends inside your livin' room the only difference is i got the balls to say it in front of y'all and i don't gotta be false or sugarcoat it at all i just get on the mic and spit it and whether you like to admit it err i just shit it better than ninety percent of you rappers out can then you wonder how can kids eat up these albums like valiums it's funny 'cause at the rate i'm goin' when i'm thirty i'll be the only person in the nursin' home flirting pinchin' nurse's asses when i'm jacking off with jergens and i'm jerking but this whole bag of viagra isn't working and every single person is a slim shady lurkin' he could be working at burger king spittin' on your onion rings ch puh or in the parkin' lot circling screaming i don't give a fuck with his windows down and his system up so will the real shady please stand up and put one of those fingers on each hand up and be proud to be outta your mind and outta control and one more time loud as you can how does it go i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up ha ha i guess there's a slim shady in all of us fuck it let's all stand up
Eminem,i can't tell you what it really is i can only tell you what it feels like and right now there's a steel knife in my windpipe i can't breathe but i still fight while i can fight as long as the wrong feels right it's like i'm in flight high off her love drunk from her hate it's like i'm huffin' paint and i love her the more i suffer i suffocate and right before i'm about to drown she resuscitates me she fuckin' hates me and i love it wait where you going i'm leaving you no you ain't come back we're runnin' right back here we go again it's so insane 'cause when it's goin' good it's goin' great i'm superman with the wind at his back she's lois lane but when it's bad it's awful i feel so ashamed i snapped who's that dude i don't even know his name i laid hands on her i'll never stoop so low again i guess i don't know my own strengthyou ever love somebody so much you can barely breathe when you're with 'em you meet and neither one of you even know what hit 'em got that warm fuzzy feelin' yeah them chills used to get 'em now you're gettin' fuckin' sick of lookin' at 'em you swore you'd never hit 'em never do nothin' to hurt 'em now you're in each other's face spewin' venom in your words when you spit 'em you push pull each other's hair scratch claw bit 'em throw 'em down pin 'em so lost in the moments when you're in 'em it's the rage that took over it controls you both so they say you're best to go your separate ways guess that they don't know ya 'cause today that was yesterday yesterday is over it's a different day sound like broken records playin' over but you promised her next time you'll show restraint you don't get another chance life is no nintendo game but you lied again now you get to watch her leave out the window guess that's why they call it window panenow i know we said things did things that we didn't mean then we fall back into the same patterns same routine but your temper's just as bad as mine is you're the same as me when it comes to love you're just as blinded baby please come back it wasn't you baby it was me maybe our relationship isn't as crazy as it seems maybe that's what happens when a tornado meets a volcano all i know is i love you too much to walk away though come inside pick up your bags off the sidewalk don't you hear sincerity in my voice when i talk told you this is my fault look me in the eyeball next time i'm pissed i'll aim my fist at the drywall next time there won't be no next time i apologize even though i know it's lies i'm tired of the games i just want her back i know i'm a liar if she ever tries to fuckin' leave again i'ma tie her to the bed and set this house on fire just gonna just gonna stand there and watch me burn well that's all right because i like the way it hurts just gonna stand there and hear me cry well that's all right because i love the way you lie i love the way you lie i love the way you lie
Eminem,shady konvict upfront akon slim shady i see the one could she be that lady ayyoh looks like another club banger they better hang on when they throw this thang on get a little drink on they gon' flip for this akon shit you can bank on it pedicure manicure kitty cat claws the way she climbs up and down them poles lookin' like one of them putty cat dolls tryin' to hold my woodie back through my drawers steps off stage didn't think i saw her creeps up behind me and she's like you're i'm like i know let's cut to the chase no time to waste back to my place plus from the club to the crib's like a mile away or more like a palace shall i say and plus i got a pal if your gal is game in fact he's the one singin' the song that's playin' akon 
Eminem, yo left yo left 'cause sometimes you just feel tired yo left right left feel weak and when you feel weak yo left yo left you feel like you wanna just give up yo left right left but you gotta search within you yo left yo left try to find that inner strength and just pull that shit out of you yo left right left and get that motivation to not give up yo left yo left and not be a quitter yo left right left no matter how bad you wanna just fall flat on your face and collapse 'til i collapse i'm spillin' these raps long as you feel 'em 'til the day that i drop you'll never say that i'm not killin' 'em 'cause when i am not then i'ma stop pennin' 'em and i am not hip hop and i'm just not eminem subliminal thoughts when i'ma stop sendin' 'em women are caught in webs spin 'em and hock venom adrenaline shots of penicillin could not get the illin' to stop amoxicillin's just not real enough the criminal cop killin' hip hop villain a minimal swap to cop millions of pac listeners you're comin' with me feel it or not you're gonna fear it like i showed ya the spirit of god lives in us you hear it a lot lyrics to shock is it a miracle or am i just product of pop fizzin' up fa' shizzle my wizzle this is the plot listen up you bizzles forgot slizzle does not give a fuck you might also like 'til the roof comes off 'til the lights go out 'til my legs give out can't shut my mouth 'til the smoke clears out am i high perhaps i'ma rip this shit 'til my bones collapse 'til the roof comes off 'til the lights go out 'til the roof until the roof 'til my legs give out can't shut my mouth the roof comes off the roof comes off 'til the smoke clears out am i high perhaps 'til my legs until my legs i'ma rip this shit 'til my bones collapse give out from underneath me music is like magic there's a certain feelin' you get when you real and you spit and people are feelin' your shit this is your moment and every single minute you spend tryna hold on to it 'cause you may never get it again so while you're in it try to get as much shit as you can and when your run is over just admit when it's at its end 'cause i'm at the end of my wits with half the shit that gets in i got a list here's the order of my list that it's in it goes reggie jay z pac and biggie andré from outkast jada kurupt nas and then me but in this industry i'm the cause of a lot of envy so when i'm not put on this list the shit does not offend me that's why you see me walk around like nothing's botherin' me even though half you people got a fuckin' problem with me you hate it but you know respect you got to give me the press's wet dream like bobby and whitney nate hit me 'til the roof comes off 'til the lights go out 'til my legs give out can't shut my mouth 'til the smoke clears out am i high perhaps i'ma rip this shit 'til my bones collapse 'til the roof comes off 'til the lights go out 'til the roof until the roof 'til my legs give out can't shut my mouth the roof comes off the roof comes off 'til the smoke clears out am i high perhaps 'til my legs until my legs i'ma rip this shit 'til my bones collapse give out from underneath me soon as a verse starts i eat at an mc's heart what is he thinking how not to go against me smart and it's absurd how people hang on every word i'll prob'ly never get the props i feel i ever deserve but i'll never be served my spot is forever reserved if i ever leave earth that would be the death of me first 'cause in my heart of hearts i know nothin' could ever be worse that's why i'm clever when i put together every verse my thoughts are sporadic i act like i'm an addict i rap like i'm addicted to smack like i'm kim mathers but i don't wanna go forth and back in constant battles the fact is i would rather sit back and bomb some rappers so this is like a full blown attack i'm launchin' at 'em the track is on some battlin' raps who wants some static 'cause i don't really think that the fact that i'm slim matters a plaque and platinum status is wack if i'm not the baddest so 'til the roof comes off 'til the lights go out 'til my legs give out can't shut my mouth 'til the smoke clears out am i high perhaps i'ma rip this shit 'til my bones collapse 'til the roof comes off 'til the lights go out 'til the roof until the roof 'til my legs give out can't shut my mouth the roof comes off the roof comes off 'til the smoke clears out am i high perhaps 'til my legs until my legs i'ma rip this shit 'til my bones collapse give out from underneath me until the roof until the roof the roof comes off the roof comes off until my legs until my legs give out from underneath me i i will not fall i will stand tall feels like no one can beat me
Eminem,look if you had one shot or one opportunity to seize everything you ever wanted in one moment would you capture it or just let it slip yo his palms are sweaty knees weak arms are heavy there's vomit on his sweater already mom's spaghetti he's nervous but on the surface he looks calm and ready to drop bombs but he keeps on forgetting what he wrote down the whole crowd goes so loud he opens his mouth but the words won't come out he's chokin' how everybody's jokin' now the clock's run out time's up over blaow snap back to reality ope there goes gravity ope there goes rabbit he choked he's so mad but he won't give up that easy no he won't have it he knows his whole back's to these ropes it don't matter he's dope he knows that but he's broke he's so stagnant he knows when he goes back to this mobile home that's when it's back to the lab again yo this old rhapsody better go capture this moment and hope it don't pass him you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better you might also like his soul's escaping through this hole that is gaping this world is mine for the taking make me king as we move toward a new world order a normal life is boring but superstardom's close to post mortem it only grows harder homie grows hotter he blows it's all over these hoes is all on him coast to coast shows he's known as the globetrotter lonely roads god only knows he's grown farther from home he's no father he goes home and barely knows his own daughter but hold your nose 'cause here goes the cold water these hoes don't want him no mo' he's cold product they moved on to the next schmoe who flows he nose dove and sold nada and so the soap opera is told it unfolds i suppose it's old partner but the beat goes on da da dom da dom dah dah dah dah you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better no more games i'ma change what you call rage tear this motherfuckin' roof off like two dogs caged i was playin' in the beginning the mood all changed i've been chewed up and spit out and booed off stage but i kept rhymin' and stepped right in the next cypher best believe somebody's payin' the pied piper all the pain inside amplified by the fact that i can't get by with my nine to five and i can't provide the right type of life for my family 'cause man these goddamn food stamps don't buy diapers and there's no movie there's no mekhi phifer this is my life and these times are so hard and it's gettin' even harder tryna feed and water my seed plus teeter totter caught up between bein' a father and a prima donna baby mama drama screamin' on her too much for me to wanna stay in one spot another day of monotony's gotten me to the point i'm like a snail i've got to formulate a plot or end up in jail or shot success is my only motherfuckin' option failure's not mom i love you but this trailer's got to go i cannot grow old in salem's lot so here i go it's my shot feet fail me not this may be the only opportunity that i got you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better lose yourself in the music the moment you own it you better never let it go go you only get one shot do not miss your chance to blow this opportunity comes once in a lifetime yo you better you can do anything you set your mind to man k
Eminem, i'm not afraid yeah to take a stand it's been a ride everybody i guess i had to come take my hand go to that place to get to this one we'll walk this road together through the storm now some of you whatever weather cold or warm might still be in that place just lettin' you know that you're not alone if you're tryna get out holla if you feel like you've been down the same road just follow me i'll get you there you can try and read my lyrics off of this paper before i lay 'em but you won't take the sting out these words before i say 'em 'cause ain't no way i'ma let you stop me from causin' mayhem when i say i'ma do somethin' i do it i don't give a damn what you think i'm doin' this for me so fuck the world feed it beans it's gassed up if it thinks it's stoppin' me i'ma be what i set out to be without a doubt undoubtedly and all those who look down on me i'm tearin' down your balcony no ifs ands or buts don't try to ask him why or how can he from infinite down to the last relapse album he's still shittin' whether he's on salary paid hourly until he bows out or he shits his bowels out of him whichever comes first for better or worse he's married to the game like a fuck you for christmas his gift is a curse forget the earth he's got the urge to pull his dick from the dirt and fuck the whole universe you might also like i'm not afraid i'm not afraid to take a stand to take a stand everybody everybody come take my hand come take my hand we'll walk this road together through the storm whatever weather cold or warm just lettin' you know that you're not alone holla if you feel like you've been down the same road okay quit playin' with the scissors and shit and cut the crap i shouldn't have to rhyme these words in a rhythm for you to know it's a wrap you said you was king you lied through your teeth for that fuck your feelings instead of gettin' crowned you're gettin' capped and to the fans i'll never let you down again i'm back i promise to never go back on that promise in fact let's be honest that last relapse cd was ehh perhaps i ran them accents into the ground relax i ain't goin' back to that now all i'm tryna say is get back click clack blaow 'cause i ain't playin' around there's a game called circle and i don't know how i'm way too up to back down but i think i'm still tryna figure this crap out thought i had it mapped out but i guess i didn't this fuckin' black cloud still follows me around but it's time to exorcise these demons these ma'fuckers are doin' jumpin' jacks now i'm not afraid i'm not afraid to take a stand to take a stand everybody everybody come take my hand come take my hand we'll walk this road together through the storm whatever weather cold or warm just lettin' you know that you're not alone holla if you feel like you've been down the same road and i just can't keep livin' this way so startin' today i'm breakin' out of this cage i'm standin' up i'ma face my demons i'm mannin' up i'ma hold my ground i've had enough now i'm so fed up time to put my life back together right now it was my decision to get clean i did it for me admittedly i probably did it subliminally for you so i could come back a brand new me you helped see me through and don't even realize what you did believe me you i've been through the wringer but they can do little to the middle finger i think i got a tear in my eye i feel like the king of my world haters can make like bees with no stingers and drop dead no more beef lingers no more drama from now on i promise to focus solely on handlin' my responsibilities as a father so i solemnly swear to always treat this roof like my daughters and raise it you couldn't lift a single shingle on it 'cause the way i feel i'm strong enough to go to the club or the corner pub and lift the whole liquor counter up 'cause i'm raisin' the bar i'd shoot for the moon but i'm too busy gazin' at stars i feel amazin' and i'm not afraid i'm not afraid to take a stand to take a stand everybody everybody come take my hand come take my hand we'll walk this road together through the storm whatever weather cold or warm just lettin' you know that you're not alone holla if you feel like you've been down the same road
Eminem,dear slim i wrote you but you still ain't callin' i left my cell my pager and my home phone at the bottom i sent two letters back in autumn you must not've got 'em there probably was a problem at the post office or somethin' sometimes i scribble addresses too sloppy when i jot 'em but anyways fuck it what's been up man how's your daughter my girlfriend's pregnant too i'm 'bout to be a father if i have a daughter guess what i'ma call her i'ma name her bonnie i read about your uncle ronnie too i'm sorry i had a friend kill himself over some bitch who didn't want him i know you probably hear this every day but i'm your biggest fan i even got the underground shit that you did with skam i got a room full of your posters and your pictures man i like the shit you did with rawkus too that shit was phat anyways i hope you get this man hit me back just to chat truly yours your biggest fan this is stan you might also likedear slim you still ain't called or wrote i hope you have a chance i ain't mad i just think it's fucked up you don't answer fans if you didn't want to talk to me outside your concert you didn't have to but you coulda signed an autograph for matthew that's my little brother man he's only six years old we waited in the blisterin' cold for you for four hours and you just said no that's pretty shitty man you're like his fuckin' idol he wants to be just like you man he likes you more than i do i ain't that mad though i just don't like bein' lied to remember when we met in denver you said if i'd write you you would write back see i'm just like you in a way i never knew my father neither he used to always cheat on my mom and beat her i can relate to what you're sayin' in your songs so when i have a shitty day i drift away and put 'em on 'cause i don't really got shit else so that shit helps when i'm depressed i even got a tattoo with your name across the chest sometimes i even cut myself to see how much it bleeds it's like adrenaline the pain is such a sudden rush for me see everything you say is real and i respect you 'cause you tell it my girlfriend's jealous 'cause i talk about you but she don't know you like i know you slim no one does she don't know what it was like for people like us growin' up you gotta call me man i'll be the biggest fan you'll ever lose sincerely yours stan p s we should be together toodear mr i'm too good to call or write my fans this'll be the last package i ever send your ass it's been six months and still no word i don't deserve it i know you got my last two letters i wrote the addresses on 'em perfect so this is my cassette i'm sendin' you i hope you hear it i'm in the car right now i'm doin' ninety on the freeway hey slim i drank a fifth of vodka you dare me to drive you know the song by phil collins in the air of the night about that guy who coulda saved that other guy from drownin' but didn't then phil saw it all then at a show he found him that's kinda how this is you coulda rescued me from drownin' now it's too late i'm on a thousand downers now i'm drowsy and all i wanted was a lousy letter or a call i hope you know i ripped all of your pictures off the wall i loved you slim we coulda been together think about it you ruined it now i hope you can't sleep and you dream about it and when you dream i hope you can't sleep and you scream about it i hope your conscience eats at you and you can't breathe without me see slim shut up bitch i'm tryin' to talk hey slim that's my girlfriend screamin' in the trunk but i didn't slit her throat i just tied her up see i ain't like you 'cause if she suffocates she'll suffer more and then she'll die too well gotta go i'm almost at the bridge now oh shit i forgot how am i supposed to send this shit out dear stan i meant to write you sooner but i just been busy you said your girlfriend's pregnant now how far along is she look i'm really flattered you would call your daughter that and here's an autograph for your brother i wrote it on a starter cap i'm sorry i didn't see you at the show i must've missed you don't think i did that shit intentionally just to diss you but what's this shit you said about you like to cut your wrists too i say that shit just clownin' dawg come on how fucked up is you you got some issues stan i think you need some counselin' to help your ass from bouncin' off the walls when you get down some and what's this shit about us meant to be together that type of shit'll make me not want us to meet each other i really think you and your girlfriend need each other or maybe you just need to treat her better i hope you get to read this letter i just hope it reaches you in time before you hurt yourself i think that you'll be doin' just fine if you relax a little i'm glad i inspire you but stan why are you so mad try to understand that i do want you as a fan i just don't want you to do some crazy shit i seen this one shit on the news a couple weeks ago that made me sick some dude was drunk and drove his car over a bridge and had his girlfriend in the trunk and she was pregnant with his kid and in the car they found a tape but they didn't say who it was to come to think about it his name was it was you damn 
