artist,verses_cleaned
Dave,but you could have been all that i want that i need could have been all yeah yeah that i want yeah yeah that i need could have been we could have been we could have been we could have been look i don't want no distractions i'ma speak with my actions check this i put your name on a necklace yeah that's a chain reaction ah don't judge me for adaptin' she's studyin' law of attraction doin' her own taxes too complex for a caption it's better i hurt you than somebody else fuck with me i put you in a truck with me you're stuck with me ah can't take back all the shit that you've done with me you're gonna break a bone you fall out of love with me man i need a bulletproof vest for all of the shots that you're drinking for me answer the phone make it simple for me girl i know that you're thinkin' of me d ahh you might also likeyeah when i met you i found afinity so i won't stop 'til you found stability santan banking's our ability but i'm still learnin' accountability i'd rather lie with you than lie to you x got a sex drive i drive to you wanna go central cool don't know what to pick i'll decide for you and put a louis bag on the side for you rich love she a wicked woman i need witch love dress up go out take pics love don't wanna talk over a text yeah i could see how you're over your ex could that be me pray i never find out sorry don't slap the same second time 'round i ain't perfect but i'll say that i'm real if it's real say how you feel
Dave,tweakin' tweakin' one twenty on the m way speedin' lv hat backpack and sneakers any girl that i'm with is a ten nine eight bredrin decent now i'm in a party with the sweetest chocolate brownin' reese's pieces i'm tweakin' tweakin' one twenty on the m way speedin' lv hat backpack and sneakers any girl that i'm with is a ten nine eight bredrin decent now i'm in a party with the sweetest chocolate brownin' reese's pieces my brudda got a new wristwatch but don't watch that 'cause you could get you could get nauseous could get seasick i mean all of my ex girls hate me but how you gonna have my baby baby don't you know i'm livin' that baby boy lifestyle everyting crazy if you don't chat to your guy your g'll see i ain't talkin' mercedes nah let's talk 'bout drama i got a peng brownin' in my zone and i'm in the zone too like karma man pull up hop out pull over if it's palava cool say nada now i'm in a party with tara and that girl got body like armour football in balenciagas or i kickball in my all black pradas no actin' never went rada i'm a top boy like sully but darker hahaha what's the drama peng tings still get aired left on read then blue like barça if it ain't about face don't dial me if it ain't about face won't answer i got a brownin' livin' in sydenham professor x 'cause true say the back ain't there but the brain is brilliant and my new ting came with kids and that's okay 'cause i am still dickin' it little man wanna jump on fifa so i'm close to the sun like icarus whitewash man then i'm back in the room with his marge tryna whitewash that for the thrill of it no bareback man gotta jimmy it backside jigglin' shakin' ripplin' and her neck just ticklin' tryna hide my face cah i can't stop gigglin' them man all hickory dickory watch glistenin' but the rollie tickin' it's it's it's such a shame see dave liveget tickets as low as you might also like tweakin' tweakin' one twenty on the m way speedin' lv hat backpack and sneakers any girl that i'm with is a man around that were snitches they're not around no more they're not around no more and who do you think that's because of was it us that got a man movin' ah don't be stupid no bumper wah di bumba new number hit her back like who's this cucumber in her belly like a broomstick huh r or the lamborghini them man there don't plan to see me cah my niggas on greaze like santorini i've got a brown skin girl from bush that will take that charge on the chest if i say so both hands on her wig while i hit from the back got me pullin' on her tracks and cane rows two man in a superdry jacket and new astra man it's lookin' like plain clothes we ain't never had halos just henny and jenny from the block no j lo this year here is gonna be a mad one i need a good girl i need a bad one i need a brand new vest and a handgun them man need that more than a man does them man need cash more than a man does them man been crashed more than a man look you don't wanna end up in my bad books it's not a good look givin' man a bad look tweakin' tweakin' one twenty on the m way speedin' lv hat backpack and sneakers any girl that i'm with is a ten nine eight bredrin decent now i'm in a party with the sweetest chocolate brownin' reese's pieces ayy what 'bout you anyway what 'bout your love life it's a good question man wouldn't mind havin' a bit of fun if i'm being honest
Dave,at this age how are them man still hatin' my young boy in a different country but he ain't ever been on vacation one hand on the girl i'm datin' one hand on the cash i'm makin' we come through like funky friday and have all of your mandem skatin 'i came in on trainers island girl amazing could be bajan trini or haitian she got a bag with flowers if the trainers match i'll take it me and bro just shut down gucci had the whole of the shop floor waitin' who's that girl in the line with the big behind that's looking all temptin' if her friend is a dead ting take one for the team with a bredrin two peng tings at the entrance want attention but a man can't let them she must think i'm a reverend you ain't comin' here getting redemption no way you might also likeat this age how are them man still hatin' my young boy in a different country but he ain't ever been on vacation one hand on the girl i'm datin' one hand on the cash i'm makin' we come through like funky friday and have all of your mandem skatin 'tell a peng girl you can hmu i don't wanna cuddle and h u g and i'm still shoppin' in hmv for all of my niggas in hmp heard you got a girl going dmu if i dm'd you would she dm me young black brudda i'm a stylish g man i put the ic in icat this age how are them man still hatin' my young boy in a different country but he ain't ever been on vacation one hand on the girl i'm datin' one hand on the cash i'm makin' we come through like funky friday and have all of your mandem skatin'
Dave,i can't deal with him cah he shakes with his left hand married to the hustle the money my best man me against the world my girl my best friend i sleep in south and chill in the west end and i'm ready for war if ain't about the belly what you bellin' me for what you tellin' me for henny i must've had a twenty or more any more then i put her in cappelli amore sixteen the wrong one to play with pussy big no safety pussy we're comin' from gbagada niggas wanna claim the gutter i don't trust any woman if it ain't my mother 'cause i'm a big propeller lean clean like sweet vanilla remember when i had sleep for dinner i'ma live and live to tell the story everyday i give god the glory it's been a long time you might also likei learned to put lines together before i learned to put lines together you know me i stay with it the type to bill a line before i wait in it and we're spinnin' the block eye for an eye that's one for one like the women i block 'member days i would chill on the block no stressin' no oh oh oh black car black suit black weapon the henny's a double they call me double o seven yeah 
Dave,jordan s or jordan s rolexes got more than one my ap cost thirty one millimeters forty one stick him up with a stick stick he drew the shorter one you can't short me one in the club with the shortest one lighty the shortest one on my mind jorja one crocodile bag i bought her one vegan ting i slaughter one freaks i got more than one fuck daddy and daughter one one tori puttin' in labour this that jeremy corbyn oneawkward one race me there wait hare tortoise won i need a ting thirty plus blackberry and walkman 's look i left my phone at my baby's silent mode my guys on ridin' mode zombies survival mode he's got a new vest man pop that shield no microphone i'll ride for bro he's next to i like typin' o the score and to for the kicks i love twelve fifty four like to babe can't look at my mentions that's area i'm so close to my pension my left wrist is sixty one my left wrist retiring mm my apprentice tryna give alan sugar there's no way i canjordan s or jordan s rolexes got more than one my ap cost thirty one millimeters forty one stick him up with a stick stick he drew the shorter one you can't short me one in the club with the shortest one lighty the shortest one on my mind jorja one crocodile bag i bought her one vegan ting i slaughter one freaks i got more than one fuck daddy and daughter one one tori puttin' in labour this that jeremy corbyn one you might also likei got my ting so i'm more than good anytime that i walk my hood i got the jordan s and s all i need now is jordyn woods don't get caught for puss don't die for nyash we slide and crash sixteen don't write and clash sixteen don't battlerap she got the wap and a wap what are you thinkin' mans on simpin' i'll buy her a car like a pair ofjordan s or jordan s rolexes got more than one my ap cost thirty one millimeters forty one stick him up with a stick stick he drew the shorter one you can't short me one in the club with the shortest one lighty the shortest one on my mind jorja one crocodile bag i bought her one vegan ting i slaughter one freaks i got more than one fuck daddy and daughter one one tori puttin' in labour this that jeremy corbyn one
Dave,look i grew up in streatham teachers was givin' man tests same time the mandem were givin' out testers i got peng tings givin' man stress i ain't gotta sex it message or text it i don't wanna do you and i like i'm in leicester skippin' my lectures we used to ride 'round all reckless stolen 'peds that's geely and vespas and the feds called my broski restless said he got a charge in the car no tesla and everybody 'round me rowdy i walk in tell the jeweler wow me if you're talkin' 'bout p's just 'low me i put on an audi i'll never forget that day that i found me the cutest caramel brownie and the chest and back both bouncy trust me everyting shake no saudi my g just came out for a shooting and ramz done a madness charting say that man got something in common 'cause trust me both of their tings been barking if you see him at a drinkup park him do it like jordan run up and spark him my g's been on badness way before they had a moustache like stalin and this ting's all love and hate 'cause a lot of man love to hate my young g done draws and eights now he's cuttin' through bricks like the and i ain't on indirects diss me and i take that personal how you gassed off a note that's purple bet you never got it off white like virgil two men and an angry merc that's war wit' a german winston churchill it's mad when man wanna murk you but you know you gotta be in by curfew and i seen a lot of man get pressured why see dave liveget tickets as low as you might also like i grew up in streatham and teachers was givin' man tests same time mandem were givin' out testers i got peng tings givin' man stress i ain't gotta sex it message or text it i don't wanna do you and i like i'm in leicester skippin' my lectures we used to roll 'round all stupid mitcham lane that's streatham and tooting i'm in east tryna link my girl 'cause i've got a baby a crossbow like cupid man are dead or in jail that's useless tell a yute if you've got a brain then use it now i drive past man i went school with you was the cool kid now you look clueless and i'm still tryna tell man fuck the audi switch it for a benz when you're tryna make it out the ends friends of enemies are enemies and enemies of enemies are friends fuck the benz i switch it for a beamer tell the dealer need a bigger litre he told me he's on me when he sees me i barely remember why we're beefin' but i grew up in streatham and teachers was givin' man tests same time mandem were givin' out testers i've got peng tings givin' me stress nudes in the message put in an effort but i don't need a me and you like when a chef would eat at his restaurant
Dave,yeah elevation forever patient i've been on my seven nation army ting ferrari with the white stripes no lullabies inna' my life this turbulence rock a nigga to sleep in my night flights my life's like i'm doin' the most but i still feel like i ain't doin' enough i don't know who i can trust if i'm buyin' chanel bags for these women that i don't like then just imagine what i'm doin' for the woman i love red cheeks whenever i'm with strippers that shit just look like a clown face i tell a nigga cut to the clout chase bein' broke i can feel that mummy had to squeeze into the flats like she was borrowin' some shoes and her heels snapped i gotta put dollars on pages no religion in the trap it's creed iii feel like i'm jonathan majors before i got it on stages i got it in stages i'm ivan toney the way they watchin' my wagers you fat fucker made five k it's just me and my black cutter these chains two kilos should be workin' with black butter festivals i'm makin' five mill' on a bad summer my summer's are good never mind women doin' crb checks on a search engine i can't catch no breaks so many ways to die you think we're goin' off old age i ain't goin' off a women addiction i got body dysmorphia a figure addiction uh our bread different don't lie on my name my tax seven eight seven like i'm flyin' a nigga don't even worry i done dropped tears took a loss had to drop tiers made it all back and hit the top tier for eight years good mornin' britain i had to change peers rocky balboa different fights and the same stares cars like drinks don't leave them unattended in mayfair for times i couldn't cover the train fare it's oysters the oyster perpetual the women incredible the work's seminal had to change my number on the low i'm too accessible hah i could've fucked a flight attendant but she just too professional are you a virgin or you work for them a lot of niggas chase clout but i guess it's what works for them we're twenty five livin' like this was our second life i see the pressure rise everybody lookin' to us when it's time to get it right and we can't even get to write it's time i get a life it's time i get a wife shot caller robbed niggas and ended up in hot water but you take what you can get when it was cold showers no powers had to give myself my own flowers sittin' at the top and niggas so sour you know yeah
Dave,i changed my number couple times cah man kept callin' me for things and man are hatin' but they wavin' when they saw me on their strip i know i know they see me on the camera might just link samantha mix the gentleman with gangsteri changed my number couple times cah man kept callin' me for things and man are hatin' but they wavin' when they saw me on their strip i know i know they see me on the camera might just link samantha mix the gentleman with gangsterwe are not gs i am not from your ends i don't give a fuck what you done two young gs arms out nobody move you can get stuck in the mud we sent your man to the shop what do you mean he ain't ever made it rain your man is a fraud your boyfriend's livin' a lie you're kinda like rachel zane i'm gentle when it comes to the girl dem but i'm gangster with some voddy and voss my girl don't wanna stop for a chat then i'm onto her friends like joey and ross babe what you mean you can't talk for a sec it's calm you don't even know what you lost stone island from my head to my feet when i step on the street i dunno what it cost but i know it's expensive she told me she love me but really i don't even know if she meant it and if feds pull this whip that's numerous offences why you gassed off a rack i put three on my dentist i put three on my dentisti changed my number couple times cah man kept callin' me for things and man are hatin' but they wavin' when they saw me on their strip i know i know they see me on the camera might just link samantha mix the gentleman with gangster
Dave,uh if you wanna get rich there's a million ways sweet chick familiar face wine i got a brilliant taste whine she got a brilliant waist money and fame my people know struggle and pain my people nah gon' suffеr in vain don't call me by my government namе my girl she badder than rambo a rider wan bissaka the lambo a spyder michael phelps the ap a diver martial my right hand a striker tried to call she blocked me i skype her damn it i think that she got me a lyca yardie lover yard pussy me ah die for rack city man i'm comin' like look you might also likei just caught one whine now i'm feelin' like an mvp i know that they're talkin' my name but them man are old news like nbc tell the dj dash 'way his mp who's that girl with a leng dp wait what am i saved under when i change number i don't send bcs listen it's a big flex if you're talkin' to me st god bless my haters she wanna do sms not save my soul that's spend my savings waiter can you bring more champagne in for the times i was livin' in stress i wanna own all my shh but the system's built so we're livin' in debt man fi rise up cah we livin' in yeah
Dave,i don't wanna dead no i don't wanna sort it i don't wanna i don't wanna i don't wanna steel banglez i don't wanna dead no beef i don't wanna sort it out i don't wanna hear no words i don't wanna talk it out i don't wanna dead no beef i don't wanna sort it out i don't wanna hear no words i don't wanna talk it outi don't wanna dead no beef i don't wanna sort it out i don't wanna hear no words i don't wanna talk it out i don't wanna dead no beef i don't wanna sort it out i don't wanna hear no words i don't wanna talk it out 'cause i'm self made self paid girls wanna phone for a friend over and over again over and over and over again self made self paid girls wanna phone for a friend over and over again over and over and over againyo walk in a party standard where's your army where's your mandem on insta sitting in a mad whip in traffic man are looking like a catfish fake youts plastic stop acting man are all average my girl got a body boombastic elastic call her mrs fantastici don't wanna dead no beef i don't wanna sort it out i don't wanna hear no words i don't wanna talk it out i don't wanna dead no beef i don't wanna sort it out i don't wanna hear no words i don't wanna talk it out
Dave,tuesday rd of january i'm here with david this is our first session we're just gonna talk about your background where you're from any issues you've been dealing with so where should we start look stop all the pain how do you stop all the pain huh i used to hear a voice when i was praying but nowadays i don't even wanna be saved nah fuck that i don't wanna be saved i was born to be wild i don't wanna be tamed talent's in my blood and i don't wanna be vain but if i'm a psycho then i don't wanna be sane i used to dream of this shit when i was hopping on train so so bad i used to want all the fame my ex girl want to shoot a cover for vogue which is pretty ironic 'cause she's top of the range if any one of you take a shot on a track my niggas come back and put a shot in your frame easy as the alphabet three g's in the ring call me alvarez my teacher used to say i need counseling couldn't stop asking me what do you feel there's so many old scars that they wanna reveal we got off on the wrong foot 'cause i don't want him to heal nah but if you're looking for a psycho you got one i thought i had a screw loose but i lost one ninety nine problems money it is not one my currency's kenyan that's in it for the long run huh tears on a pillow bro i shed so many tears on a pillow i used to tell my teachers that nobody gets it i don't know clarke but i know that i'm a kidult 'cause my mummy ain't been home miss thinks i'm involved blame my environment it made me a sicko furthermore i should bring that bitch down to streatham and then make her spend a day in a veil like a widow kiddo we seen swords longer than a limo my bros are blacksmiths like jaden and willow man there's weapons over here we're reppin' over here we're from the southside but it's streatham over here no telling if you're selling hold the wettin' over here get him over here who the fuck is checkin' over here most my niggas are the ones applying pressure over here fuck assault i can get a nigga peppered over here whoa we wanted more then some food on the strip or moving a brick my niggas went to school with the rich and we were broke hiding crow in a rubicon drink which is funny 'cause that's how we put food in the fridge so who am i someone tryna live his best life i just wanna take a pretty woman for a test drive if i bring her to my room and i press i guarantee she gonna see the force like an ex wife people tell me i'm a little bit barmy for my army i need a bottle of bacardi if it's me and a pouch with my dargy shawty you're seeing two stars in the party fuck what you heard i'm a top boy and i ain't giving man a turn i don't wanna know a pretty woman wanna flirt learned you can judge a nigga by the women that he curves i love this game i ain't lost focus i'm a hitmaker if you haven't noticed i could be the rapper with the message like you're hoping but what's the point in me being the best if no one knows it brother i'm a careful humble reckless arrogant extravagant nigga probably battlin' with manic depression man i think i'm going mad again it's like i'm happy for a second then i'm sad again and to my fans the reason i could get to this you're my drug the instrumental my therapist man i need some therapy my girl saying that she'll never leave i'm scared she gonna find a better me deeper insecurities like what if i don't leave a legacy money why they check for me mummy lost respect for me i wish we could be together but that ain't how life works i used to cry about my dad until my fucking eyes burnt nose running you don't know nothing before i put a penny on the table i provided for my family held my mother's hand through the agony hey you ever fall 'sleep 'cause you don't wanna be awake in a way you're tired of the reality you face if you're thinking 'bout doing it suicide doesn't stop the pain you're only moving it lives that you're ruining thoughts of a world without you in it hiding i ain't psycho but my life issee dave liveget tickets as low as you might also like
Dave,i don't know how i should feel are you friend or you foe are you fake or you real it's it's like it's all a reverse girls are acting like man and man are acting like girls a'ight i ain't tweeting these hoes i got a dream of my own that's why i'm sleeping alone i want a girl that i can reason with but it's like i'm looking for my rock inside a sea full of stones you might also like
Dave,look twenty to one look at the time it's twenty to one i'm on a ride with the guys and we're lookin' for him if we catch him it's twenty to one feds behind me drivin' a beamer odds on my freedom are twenty to one i make a call i'm gettin' him touched twenty to one twenty to one yeah yeah made in the street my nigga nearly got done for an am he went on the run he was stayin' with me i told my girl that we can't be together she's cryin' that's somethin' i hated to see really i struggled to stay on my feet i'm lookin' for her in the lady i meet i got two letters that you're gonna see if you're someone that wanted a way in the beef a and a e playin' with me we send him up to his maker to meet where i stay on the street stay on the street there's no love no love there's no love no love see dave liveget tickets as low as you might also like twenty to one look at the time it's twenty to one i'm on a ride with the guys and we're lookin' for him if we catch him it's twenty to one feds behind me drivin' a beamer odds on my freedom are twenty to one i make a call i'm gettin' him touched twenty to one twenty to one yeah yeah twenty to one look at the time it's twenty to one i'm on a ride with the guys and we're lookin' for him if we catch him it's twenty to one feds behind me drivin' a beamer odds on my freedom are twenty to one i make a call i'm gettin' him touched twenty to one twenty to one yeah yeah man try stick me two months back hands on the wheel so the car don't crash run up on me there's a price to pay darg i ain't takin' card or cash i really did it with class no maths mind don't matter when heart don't match a good girl like pokémon easy to see but hard to catch i'm so real that it's hard to cap i've been low so it's hard to brag i've been hurt so it's hard to love mum needs it so it's hard to have any ride out i'm good to go bro's got my back it's good to know if she a nine that's good to see if she a ten she's good to roll man clout chase it's tough to watch bad friends it's tough to drop nuff man tried buy respect that don't work 'cause it's tough to cop some times it's tough to think no liver left it's tough to drink through the noise it's tough to hear through the pressure it's tough to live through the wire and through the wall through the sea and through the earth through the fire and through the war through the death and through the birth through the pleasure and through the pain through the drought and through the rain through the dark and through the day through the love and through the hate twenty to one look at the time it's twenty to one i'm on a ride with the guys and we're lookin' for him if we catch him it's twenty to one feds behind me drivin' a beamer odds on my freedom are twenty to one i make a call i'm gettin' him touched twenty to one twenty to one yeah yeah twenty to one look at the time it's twenty to one i'm on a ride with the guys and we're lookin' for him if we catch him it's twenty to one feds behind me drivin' a beamer odds on my freedom are twenty to one i make a call i'm gettin' him touched twenty to one twenty to one yeah yeah
Dave,it's santan st look i see a lot of man let their jealousy creep in watch who you eat with the girls that you sleep with watch who you talk with walk with speak with the first to the motives and last to the meetings ha all i know is how to work bruv start off as a worker and that's just how it works bruv when i was tryna work niggas never tried to turn up but when it's time to turn up everybody turns up and i don't know what i was thinking with the tweets about the searches but when harry got murdered man was so emotional tryna find solutions i had some good intentions but i guess i couldn't word them man life's so funny i got a message saying that the streets don't love me the streets don't love you if you died today they wouldn't donate to your fuckin' gofundme a lot of man hate me but man can't touch me that's why i gotta chuckle i'm a poet no chuckie my mummy tryna wake me up for college in the morning is the only time a human on this earth has ever rushed me pshh boy it's true i tell them yutes that skunk weed is gonna poison you all you wanna do is go and score a point or two it's ironic everybody's got a point to prove when we were young we never listened to them older man how you beefing man if you don't even know the man before you poke a man you man wanna expose a man all for some instagram clout on exposing gangs pshh so what's gangster then 'cause i don't really know if i'm honest when we were young we had dreams of being bosses ballers doctors lawyers in an office so how did that turn into dropping out of college snaps in a prison cell bodies in a coffin london is cursed this city's got a problem my bro ain't got a bird he got an ostrich a fucking life sentence so don't talk about experience i say what i want and that's period my team serious i still got a squad full of lifers from dovegate to isis freedom is priceless and i see a lot of man tryna draw me out i feel the tension in the air when i walk around but would you rather be the person talking or the person doing all the things that people talk about scratch that i ain't with the backchat my mum calls me david girls call me santan and fam i don't give a fuck if you're a badman you madman the only guy i'm dodging is the tax man they say that fame is a game and it's true 'cause if you say the wrong word then everybody wants to hang man ask serge about the times that i had man i brought the fam together like when tommy got the black hand and if you got a good girl you need to keep her close and let her in because the difference is when things hit the fan they're gonna disappear all them side chicks and all them mistresses all your broskis and your affiliates and all the man that you were standing in the pictures with they ain't visiting 'cause they ain't got a thing to give i'm a hypocrite but that line between stopping it and living it i'm sitting in the thick of it you would think i told my boys to come party in south 'cause this year i said we need to touch bigga fish too many yutes are dying and i'm sick of itsee dave liveget tickets as low as you might also like
Dave,fuck beefing with babies catch a man raving we're taking your paper your 'yac and your ladies fistfight this bitch bites like it's rabies drop from your baby catch him there i'm standing here bumped into dave by the santander you was in the same spot you was in last year who said life ain't fair i know man who live life in fear this time last year you were on the same block standing there smoking gossiping chatting bare don't tell me that you ain't involved them jme cah a man don't care man don't business love no witness hug no traitor spud no snitches man try live this never knew he had a clitoris have man for breakfast talk about hit list i bring the fire you a liar and a backstabber i'm with the born chasers or i'm with the cash grabbers i'm doing mathematics automatic never static and she don't know my real name she thought i was patrick sit back and smoke a baseball bat you think this is the life boy it ain't all that i've done some evil things that i wouldn't take back i keep it to myself cah people wanna chat keep it to yourself people wanna talk flossing in the gossip's how you end up in a war i got nothing for a fed copper for your head and that's the definition of a penny for your thoughts we just live and maintain we on the same streets but we don't play the same game you're the type to get caught and go and play the blame game you should be ashamed if i stick to my heart i put my stick to your brain let it rip for the pain they put shit on my name 'til i grip and i aim dip on a plane with a brand new name mummy i got a flight to catch all for an internet gangster or a cyber man mike myers man a couple tries tried to try a man my boys put stars in the hood like i'm stryder man i know people wearing rollies doing life in can isn't it ironic that they couldn't find the time to plan still keep a faith in god still couldn't spare the rod marcel you know me i came with the blazing squad you better pray to god whenever i'm in town like a kid in a divorce i'm leaving with your spouse i can't make a horse at the river open its mouth you ain't got the drive that's why you're in a drought life's great i'm in sweden or copenhagen getting brain from a dane whose first name i can't pronounce see dave liveget tickets as low as you might also like
Dave,'cause all my man are running to the money we be running like ah ah ah ah and all my man are running from them hoes on the roads like woah woah woah woah like woah a month ago you didn't wanna know but now i'm seeing dough these catties they be calling off my phone all these man dem they applaud me on the roadi put corn in for my bro man dem keep on talking on a low man dem keep talkin' on a low but all my man are bros and all my man all my man are bros my man dem will have your mandem on the ropes i'll have man dem on your road man dem in a batch or on they own with a bat or with a pole i got man dem that will slap a man with both nike jacket on my back i'm looking cold it's funny how these catties wanna know but see dave liveget tickets as low as you might also like 'cause all my man are running to the money we be running like ah ah ah ah and all my man are running from them hoes on the roads like woah woah woah woah like woah a month ago you didn't wanna know but now i'm seeing dough these catties they be calling off my phone all these man dem they applaud me on the roadyeah like woah woah woah woah like woah a month ago you didn't wanna know but now i'm seeing dough these catties they be calling up my phone all these man dem they applaud me on the road i put corn in for my bro man dem keep on talking on a low man dem keep talkin' on a low low low
Dave,jae lookany weapon formed against me can't prosper imposter i'ma fill 'em with lead my best friend like tommy lee sparta i'm in the gaza just tryna get bread the chinese wanna tek way naija most of my people they struggle and stress political corruption i rise up until there ain't a government left cost to be the boss even though i'm financed the man couldn't afford it fifteen mummy found my shank and i nearly got shipped i was gonna do boardin' i had a one lightie from pecks and a ten ten yoruba babe from shoreditch if you got a body like uche text me and i'ma pay your father's mortgage listen i'ma pay your uncle's rent and if rap don't pay then we would've been getting it off of crack cocaine i don't know how man could chat so brave little nigga you ain't bad no way i think me women and italian shoes work well together like maggi and cube pretty in pink but she badder in blue if you were me you'd be arrogant toono enemy can curse me bad energy i give back to the sender my life blessings must enter lagos i gotta go back in december club full of girls i'm tipsy a brownin' wanna whine on me and kiss me how she make it clap is a mystery i see her pastor i said jesu kristi i see a man say christ of nazareth i yell ayo how yuh pum pum so fabulous first round i thought i was dead but it brought man back to life like lazarus the way she back up the somethin' and just ooh park it you don't need mirrors and cameras i've been getting money in from long time the first rack that he made was laminate
Dave,looklet's keep it real if money talks then why them man there speakin' still i heard you and her doing a ting nah babe we're just speaking still chill my girl like five foot three when she's in heels i mean i've just seen feds on the m way let's keep it facts if money talks then why them man there speakin' back i heard you and her doing a ting nah g it ain't even that cap my young boy love riding out he don't even trap yolet's keep it real if money talks then why them man there speakin' still i heard you and her doing a ting nah babe we're just speaking still chill my girl like five foot three when she's in heels i mean i've just seen feds on the m way let's keep it facts if money talks then why them man there speakin' back i heard you and her doing a ting nah g it ain't even that cap my young boy love riding out he don't even trap yofuck them man i don't respect my paigons coochie freshly shaven man's got expectations old ting try flex on man last week with a dead baecation baby i go heathrow more than your man goes petrol station two white ronnie and roxy year donnie did rob me big flick that's gotta be on me before black ops we had zombies spooky bando this t eerie no henry jean amiri come costly gotta have teeth when a mans this flossylet's keep it real if money talks then why them man there speakin' still i heard you and her doing a ting nah babe we're just speaking still chill my girl like five foot three when she's in heels i mean i've just seen feds on the m wayfuck that i'm speeding still i got a brownin' saying i'm toxic so what i'm beatin' still we've come a long way from days in the back of the bus with the cheapest deals still half that price dark and light that's denise and phil
Dave,what do you think people see when they look at you look you see our gold chains and our flashy cars i see a lack of self worth and i see battle scars he has to be with twenty man when he wears jewelry and you see it as gangster i see it as insecurity where i'm from everybody wants to make it out but nobody wants to see somebody make it out it ain't about who came around but more about who stayed around behind the scenes they said god gave us eyes to see you see the video vixens and all their pearly whites but you don't see the dirty nights long days and early flights you see the deals and think all these rappers laughing now but you don't get that if we weren't already we're a target now you see all the groupie girls and think they're heaven sent i see twenty five minutes worth of empty sex to tell a lie it wasn't my intention to objectify but i can testify i've seen some shit you couldn't rectify you see this industry where everybody came up i see a bag of weird rappers and some fake love fake handshakes and fake spuds with fake comments where everybody covers costs but never pays homage the scene turned on me people tryna ruin me where most would see a problem i'm seeing an opportunity to drop a freestyle and kill them niggas that were booing me i made my haters watch and put the screw inside of scrutiny beautifully also if i am attending security's coming first like i was trying to shop at duty free where the fuck s the unity where i come from there's no class forget truancy we have got nowt in common them niggas see a molehill and make a mountain from it they see a cuban and a whip i see a house deposit how to stop it niggas saw keys and went to trial for shottin' i saw keys learned to play and made thousands from it you see the club poppin' when we do the show but you don't see the studio my life is not a movie bro champagne bottles and all the screaming girls it's ironic how you'll never hear a scream for help fuckin' hell why do you think we're going through the same thing depression when you make it the pressure and the hatred your people talk about you you can't say shit the moment that you ain't it the labels are looking for replacements same shit people start forgetting what you've done for them everyone in music's gonna take until there's nothing left your fans are switching up on you and they don't know how tough it gets reading through your old comments trying to feel some love again i see karma go to work but god schemes harder i heard success can come quickly but it leaves faster secrets are what my enemies have been after only l's i'm hiding in my closet have a v after see dave liveget tickets as low as you might also like so looking at it from another perspective playing devil's advocate considering you know you're obviously becoming famous so to speak but you still deal with a lot of issues on a human level do you ever just sit and wonder about the stories behind the people you meet day by day does it make you feel grateful in a weird way for your life and problems 
Dave,with my spanish girl valeria super freaky but she acting diva and all she wants to do is tease a boy that's why she give me neck kisses when i'm playing fifa my latina angelina colombiana come from medellín and all she cares about is weed and sex half the time we ain't even speaking but if i ain't feeling it then i'm swervin' my new girl got my old girl hurtin' the last ex that i had was a lighty but the next x that i get is a german that's a x or a six door i'll get it cocaine white like a gringo i got a link at stoney for clothes so this hoodie that i own cost ocho cinco with my spanish girl playing fifa mas tequila sí señorita whatsapp only i'm overseas i'm in beverley hills i might phone genita with my spanish girl playing fifa mas tequila sí señorita whatsapp only i'm overseas i'm in beverley hills i might phone genita dineros what i'm out to get sombrero i get hat and then i'm out again got an a chica with a drive like a three litre that's what she needs d for like the alphabet i'm exclusive not for anyone and many girls wanna diss 'cause they ain't gettin' none i told my baby don't worry what a hoe say 'cause me and you both know you're the special one and if i can't get a ring for your hand you can leave chelsea and fly into milan you click once i'ma give you what you want but you still won't ask for a thing from a man do you think that you can tell a guy to give you the world when you can't do a thing for a man my baby don't judge me for breakin' the law with squares she was there taking trips to the bank see dave liveget tickets as low as you might also like with my spanish girl playing fifa mas tequila sí señorita whatsapp only i'm overseas i'm in beverley hills i might phone genita with my spanish girl playing fifa mas tequila sí señorita whatsapp only i'm overseas i'm in beverley hills i might phone genita if i ain't feeling it then i'm swervin' my new girl got my old girl hurtin' the last ex that i had was a lighty but the next x that i get is a german that's a x or a six door i'll get it cocaine white like a gringo i got a link at stoney for clothes so this hoodie that i own cost ocho cinco with my spanish girl playing fifa mas tequila sí señorita whatsapp only i'm overseas i'm in beverley hills i might phone genita with my spanish girl playing fifa mas tequila sí señorita whatsapp only i'm overseas i'm in beverley hills i might phone genita
